  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  9.0400e-013           40.51798041            0.00000000        1208.32753720           -0.00142775         1208.32610945 
  9.0600e-013           40.51798043            0.00000000        1208.32753779           -0.00142893         1208.32610886 
  9.0800e-013           40.51798045            0.00000000        1208.32753839           -0.00143013         1208.32610826 
  9.1000e-013           40.51798047            0.00000000        1208.32753899           -0.00143133         1208.32610766 
  9.1200e-013           40.51798049            0.00000000        1208.32753959           -0.00143254         1208.32610706 
  9.1400e-013           40.51798051            0.00000000        1208.32754020           -0.00143375         1208.32610645 
  9.1600e-013           40.51798053            0.00000000        1208.32754081           -0.00143497         1208.32610584 
  9.1800e-013           40.51798055            0.00000000        1208.32754142           -0.00143619         1208.32610523 
  9.2000e-013           40.51798057            0.00000000        1208.32754204           -0.00143742         1208.32610461 
  9.2200e-013           40.51798059            0.00000000        1208.32754265           -0.00143866         1208.32610400 
  9.2400e-013           40.51798061            0.00000000        1208.32754328           -0.00143990         1208.32610338 
  9.2600e-013           40.51798063            0.00000000        1208.32754390           -0.00144115         1208.32610275 
  9.2800e-013           40.51798065            0.00000000        1208.32754453           -0.00144240         1208.32610212 
  9.3000e-013           40.51798068            0.00000000        1208.32754516           -0.00144366         1208.32610149 
  9.3200e-013           40.51798070            0.00000000        1208.32754579           -0.00144493         1208.32610086 
  9.3400e-013           40.51798072            0.00000000        1208.32754643           -0.00144620         1208.32610022 
  9.3600e-013           40.51798074            0.00000000        1208.32754707           -0.00144748         1208.32609958 
  9.3800e-013           40.51798076            0.00000000        1208.32754771           -0.00144877         1208.32609894 
  9.4000e-013           40.51798078            0.00000000        1208.32754835           -0.00145006         1208.32609830 
  9.4200e-013           40.51798080            0.00000000        1208.32754900           -0.00145136         1208.32609765 
  9.4400e-013           40.51798083            0.00000000        1208.32754966           -0.00145266         1208.32609700 
  9.4600e-013           40.51798085            0.00000000        1208.32755031           -0.00145397         1208.32609634 
  9.4800e-013           40.51798087            0.00000000        1208.32755097           -0.00145529         1208.32609568 
  9.5000e-013           40.51798089            0.00000000        1208.32755163           -0.00145661         1208.32609502 
  9.5200e-013           40.51798092            0.00000000        1208.32755230           -0.00145794         1208.32609435 
  9.5400e-013           40.51798094            0.00000000        1208.32755296           -0.00145928         1208.32609369 
  9.5600e-013           40.51798096            0.00000000        1208.32755364           -0.00146062         1208.32609301 
  9.5800e-013           40.51798098            0.00000000        1208.32755431           -0.00146197         1208.32609234 
  9.6000e-013           40.51798101            0.00000000        1208.32755499           -0.00146333         1208.32609166 
  9.6200e-013           40.51798103            0.00000000        1208.32755567           -0.00146469         1208.32609098 
  9.6400e-013           40.51798105            0.00000000        1208.32755636           -0.00146606         1208.32609029 
  9.6600e-013           40.51798107            0.00000000        1208.32755705           -0.00146744         1208.32608961 
  9.6800e-013           40.51798110            0.00000000        1208.32755774           -0.00146883         1208.32608891 
  9.7000e-013           40.51798112            0.00000000        1208.32755843           -0.00147022         1208.32608822 
  9.7200e-013           40.51798114            0.00000000        1208.32755913           -0.00147161         1208.32608752 
  9.7400e-013           40.51798117            0.00000000        1208.32755984           -0.00147302         1208.32608682 
  9.7600e-013           40.51798119            0.00000000        1208.32756054           -0.00147443         1208.32608611 
  9.7800e-013           40.51798122            0.00000000        1208.32756125           -0.00147585         1208.32608540 
  9.8000e-013           40.51798124            0.00000000        1208.32756197           -0.00147728         1208.32608469 
  9.8200e-013           40.51798126            0.00000000        1208.32756268           -0.00147871         1208.32608397 
  9.8400e-013           40.51798129            0.00000000        1208.32756340           -0.00148016         1208.32608325 
  9.8600e-013           40.51798131            0.00000000        1208.32756413           -0.00148160         1208.32608252 
  9.8800e-013           40.51798134            0.00000000        1208.32756486           -0.00148306         1208.32608180 
  9.9000e-013           40.51798136            0.00000000        1208.32756559           -0.00148452         1208.32608106 
  9.9200e-013           40.51798139            0.00000000        1208.32756632           -0.00148600         1208.32608033 
  9.9400e-013           40.51798141            0.00000000        1208.32756706           -0.00148747         1208.32607959 
  9.9600e-013           40.51798144            0.00000000        1208.32756781           -0.00148896         1208.32607884 
  9.9800e-013           40.51798146            0.00000000        1208.32756855           -0.00149046         1208.32607810 
  1.0000e-012           40.51798149            0.00000000        1208.32756930           -0.00149196         1208.32607735 
  1.0020e-012           40.51798151            0.00000000        1208.32757006           -0.00149347         1208.32607659 
  1.0040e-012           40.51798154            0.00000000        1208.32757082           -0.00149499         1208.32607583 
  1.0060e-012           40.51798156            0.00000000        1208.32757158           -0.00149651         1208.32607507 
  1.0080e-012           40.51798159            0.00000000        1208.32757235           -0.00149804         1208.32607430 
  1.0100e-012           40.51798161            0.00000000        1208.32757312           -0.00149959         1208.32607353 
  1.0120e-012           40.51798164            0.00000000        1208.32757389           -0.00150114         1208.32607276 
  1.0140e-012           40.51798167            0.00000000        1208.32757467           -0.00150269         1208.32607198 
  1.0160e-012           40.51798169            0.00000000        1208.32757546           -0.00150426         1208.32607120 
  1.0180e-012           40.51798172            0.00000000        1208.32757624           -0.00150583         1208.32607041 
  1.0200e-012           40.51798174            0.00000000        1208.32757703           -0.00150742         1208.32606962 
  1.0220e-012           40.51798177            0.00000000        1208.32757783           -0.00150901         1208.32606882 
  1.0240e-012           40.51798180            0.00000000        1208.32757863           -0.00151061         1208.32606802 
  1.0260e-012           40.51798183            0.00000000        1208.32757943           -0.00151222         1208.32606722 
  1.0280e-012           40.51798185            0.00000000        1208.32758024           -0.00151383         1208.32606641 
  1.0300e-012           40.51798188            0.00000000        1208.32758105           -0.00151546         1208.32606560 
  1.0320e-012           40.51798191            0.00000000        1208.32758187           -0.00151709         1208.32606478 
  1.0340e-012           40.51798193            0.00000000        1208.32758269           -0.00151873         1208.32606396 
  1.0360e-012           40.51798196            0.00000000        1208.32758352           -0.00152039         1208.32606313 
  1.0380e-012           40.51798199            0.00000000        1208.32758435           -0.00152205         1208.32606230 
  1.0400e-012           40.51798202            0.00000000        1208.32758518           -0.00152372         1208.32606147 
  1.0420e-012           40.51798205            0.00000000        1208.32758602           -0.00152540         1208.32606063 
  1.0440e-012           40.51798207            0.00000000        1208.32758687           -0.00152708         1208.32605978 
  1.0460e-012           40.51798210            0.00000000        1208.32758772           -0.00152878         1208.32605894 
  1.0480e-012           40.51798213            0.00000000        1208.32758857           -0.00153049         1208.32605808 
  1.0500e-012           40.51798216            0.00000000        1208.32758943           -0.00153220         1208.32605722 
  1.0520e-012           40.51798219            0.00000000        1208.32759029           -0.00153393         1208.32605636 
  1.0540e-012           40.51798222            0.00000000        1208.32759116           -0.00153566         1208.32605549 
  1.0560e-012           40.51798225            0.00000000        1208.32759203           -0.00153741         1208.32605462 
  1.0580e-012           40.51798228            0.00000000        1208.32759291           -0.00153916         1208.32605375 
  1.0600e-012           40.51798231            0.00000000        1208.32759379           -0.00154092         1208.32605286 
  1.0620e-012           40.51798234            0.00000000        1208.32759467           -0.00154270         1208.32605198 
  1.0640e-012           40.51798237            0.00000000        1208.32759557           -0.00154448         1208.32605109 
  1.0660e-012           40.51798240            0.00000000        1208.32759646           -0.00154627         1208.32605019 
  1.0680e-012           40.51798243            0.00000000        1208.32759736           -0.00154808         1208.32604929 
  1.0700e-012           40.51798246            0.00000000        1208.32759827           -0.00154989         1208.32604838 
  1.0720e-012           40.51798249            0.00000000        1208.32759918           -0.00155171         1208.32604747 
  1.0740e-012           40.51798252            0.00000000        1208.32760010           -0.00155355         1208.32604655 
  1.0760e-012           40.51798255            0.00000000        1208.32760102           -0.00155539         1208.32604563 
  1.0780e-012           40.51798258            0.00000000        1208.32760195           -0.00155724         1208.32604470 
  1.0800e-012           40.51798261            0.00000000        1208.32760288           -0.00155911         1208.32604377 
  1.0820e-012           40.51798264            0.00000000        1208.32760382           -0.00156098         1208.32604283 
  1.0840e-012           40.51798267            0.00000000        1208.32760476           -0.00156287         1208.32604189 
  1.0860e-012           40.51798271            0.00000000        1208.32760571           -0.00156477         1208.32604094 
  1.0880e-012           40.51798274            0.00000000        1208.32760666           -0.00156668         1208.32603999 
  1.0900e-012           40.51798277            0.00000000        1208.32760762           -0.00156859         1208.32603903 
  1.0920e-012           40.51798280            0.00000000        1208.32760859           -0.00157052         1208.32603806 
  1.0940e-012           40.51798284            0.00000000        1208.32760956           -0.00157247         1208.32603709 
  1.0960e-012           40.51798287            0.00000000        1208.32761053           -0.00157442         1208.32603612 
  1.0980e-012           40.51798290            0.00000000        1208.32761152           -0.00157638         1208.32603513 
  1.1000e-012           40.51798293            0.00000000        1208.32761250           -0.00157836         1208.32603415 
  1.1020e-012           40.51798297            0.00000000        1208.32761350           -0.00158034         1208.32603315 
  1.1040e-012           40.51798300            0.00000000        1208.32761450           -0.00158234         1208.32603215 
  1.1060e-012           40.51798303            0.00000000        1208.32761550           -0.00158435         1208.32603115 
  1.1080e-012           40.51798307            0.00000000        1208.32761651           -0.00158637         1208.32603014 
  1.1100e-012           40.51798310            0.00000000        1208.32761753           -0.00158841         1208.32602912 
  1.1120e-012           40.51798314            0.00000000        1208.32761855           -0.00159045         1208.32602810 
  1.1140e-012           40.51798317            0.00000000        1208.32761958           -0.00159251         1208.32602707 
  1.1160e-012           40.51798321            0.00000000        1208.32762062           -0.00159458         1208.32602604 
  1.1180e-012           40.51798324            0.00000000        1208.32762166           -0.00159666         1208.32602499 
  1.1200e-012           40.51798328            0.00000000        1208.32762271           -0.00159876         1208.32602395 
  1.1220e-012           40.51798331            0.00000000        1208.32762376           -0.00160087         1208.32602289 
  1.1240e-012           40.51798335            0.00000000        1208.32762482           -0.00160299         1208.32602183 
  1.1260e-012           40.51798338            0.00000000        1208.32762589           -0.00160512         1208.32602077 
  1.1280e-012           40.51798342            0.00000000        1208.32762696           -0.00160726         1208.32601969 
  1.1300e-012           40.51798346            0.00000000        1208.32762804           -0.00160942         1208.32601861 
  1.1320e-012           40.51798349            0.00000000        1208.32762912           -0.00161160         1208.32601753 
  1.1340e-012           40.51798353            0.00000000        1208.32763022           -0.00161378         1208.32601644 
  1.1360e-012           40.51798356            0.00000000        1208.32763132           -0.00161598         1208.32601534 
  1.1380e-012           40.51798360            0.00000000        1208.32763242           -0.00161819         1208.32601423 
  1.1400e-012           40.51798364            0.00000000        1208.32763353           -0.00162042         1208.32601312 
  1.1420e-012           40.51798368            0.00000000        1208.32763465           -0.00162266         1208.32601200 
  1.1440e-012           40.51798371            0.00000000        1208.32763578           -0.00162491         1208.32601087 
  1.1460e-012           40.51798375            0.00000000        1208.32763691           -0.00162718         1208.32600974 
  1.1480e-012           40.51798379            0.00000000        1208.32763805           -0.00162946         1208.32600860 
  1.1500e-012           40.51798383            0.00000000        1208.32763920           -0.00163175         1208.32600745 
  1.1520e-012           40.51798387            0.00000000        1208.32764036           -0.00163406         1208.32600630 
  1.1540e-012           40.51798391            0.00000000        1208.32764152           -0.00163638         1208.32600513 
  1.1560e-012           40.51798395            0.00000000        1208.32764269           -0.00163872         1208.32600396 
  1.1580e-012           40.51798399            0.00000000        1208.32764386           -0.00164108         1208.32600279 
  1.1600e-012           40.51798403            0.00000000        1208.32764505           -0.00164344         1208.32600160 
  1.1620e-012           40.51798407            0.00000000        1208.32764624           -0.00164583         1208.32600041 
  1.1640e-012           40.51798411            0.00000000        1208.32764744           -0.00164823         1208.32599921 
  1.1660e-012           40.51798415            0.00000000        1208.32764865           -0.00165064         1208.32599801 
  1.1680e-012           40.51798419            0.00000000        1208.32764986           -0.00165307         1208.32599679 
  1.1700e-012           40.51798423            0.00000000        1208.32765108           -0.00165551         1208.32599557 
  1.1720e-012           40.51798427            0.00000000        1208.32765231           -0.00165797         1208.32599434 
  1.1740e-012           40.51798431            0.00000000        1208.32765355           -0.00166045         1208.32599310 
  1.1760e-012           40.51798435            0.00000000        1208.32765480           -0.00166294         1208.32599186 
  1.1780e-012           40.51798439            0.00000000        1208.32765605           -0.00166545         1208.32599060 
  1.1800e-012           40.51798444            0.00000000        1208.32765731           -0.00166797         1208.32598934 
  1.1820e-012           40.51798448            0.00000000        1208.32765858           -0.00167051         1208.32598807 
  1.1840e-012           40.51798452            0.00000000        1208.32765986           -0.00167307         1208.32598679 
  1.1860e-012           40.51798457            0.00000000        1208.32766115           -0.00167564         1208.32598550 
  1.1880e-012           40.51798461            0.00000000        1208.32766244           -0.00167823         1208.32598421 
  1.1900e-012           40.51798465            0.00000000        1208.32766375           -0.00168084         1208.32598290 
  1.1920e-012           40.51798470            0.00000000        1208.32766506           -0.00168347         1208.32598159 
  1.1940e-012           40.51798474            0.00000000        1208.32766638           -0.00168611         1208.32598027 
  1.1960e-012           40.51798479            0.00000000        1208.32766771           -0.00168877         1208.32597894 
  1.1980e-012           40.51798483            0.00000000        1208.32766905           -0.00169145         1208.32597760 
  1.2000e-012           40.51798488            0.00000000        1208.32767040           -0.00169414         1208.32597625 
  1.2020e-012           40.51798492            0.00000000        1208.32767175           -0.00169686         1208.32597490 
  1.2040e-012           40.51798497            0.00000000        1208.32767312           -0.00169959         1208.32597353 
  1.2060e-012           40.51798501            0.00000000        1208.32767450           -0.00170234         1208.32597216 
  1.2080e-012           40.51798506            0.00000000        1208.32767588           -0.00170511         1208.32597077 
  1.2100e-012           40.51798511            0.00000000        1208.32767727           -0.00170790         1208.32596938 
  1.2120e-012           40.51798515            0.00000000        1208.32767868           -0.00171070         1208.32596797 
  1.2140e-012           40.51798520            0.00000000        1208.32768009           -0.00171353         1208.32596656 
  1.2160e-012           40.51798525            0.00000000        1208.32768151           -0.00171637         1208.32596514 
  1.2180e-012           40.51798530            0.00000000        1208.32768295           -0.00171924         1208.32596371 
  1.2200e-012           40.51798534            0.00000000        1208.32768439           -0.00172212         1208.32596226 
  1.2220e-012           40.51798539            0.00000000        1208.32768584           -0.00172503         1208.32596081 
  1.2240e-012           40.51798544            0.00000000        1208.32768730           -0.00172795         1208.32595935 
  1.2260e-012           40.51798549            0.00000000        1208.32768877           -0.00173090         1208.32595788 
  1.2280e-012           40.51798554            0.00000000        1208.32769026           -0.00173386         1208.32595640 
  1.2300e-012           40.51798559            0.00000000        1208.32769175           -0.00173685         1208.32595490 
  1.2320e-012           40.51798564            0.00000000        1208.32769325           -0.00173985         1208.32595340 
  1.2340e-012           40.51798569            0.00000000        1208.32769477           -0.00174288         1208.32595188 
  1.2360e-012           40.51798574            0.00000000        1208.32769629           -0.00174593         1208.32595036 
  1.2380e-012           40.51798580            0.00000000        1208.32769783           -0.00174900         1208.32594882 
  1.2400e-012           40.51798585            0.00000000        1208.32769937           -0.00175210         1208.32594728 
  1.2420e-012           40.51798590            0.00000000        1208.32770093           -0.00175521         1208.32594572 
  1.2440e-012           40.51798595            0.00000000        1208.32770250           -0.00175835         1208.32594415 
  1.2460e-012           40.51798600            0.00000000        1208.32770408           -0.00176151         1208.32594257 
  1.2480e-012           40.51798606            0.00000000        1208.32770567           -0.00176469         1208.32594098 
  1.2500e-012           40.51798611            0.00000000        1208.32770727           -0.00176789         1208.32593938 
  1.2520e-012           40.51798617            0.00000000        1208.32770889           -0.00177112         1208.32593777 
  1.2540e-012           40.51798622            0.00000000        1208.32771051           -0.00177437         1208.32593614 
  1.2560e-012           40.51798628            0.00000000        1208.32771215           -0.00177765         1208.32593450 
  1.2580e-012           40.51798633            0.00000000        1208.32771380           -0.00178094         1208.32593285 
  1.2600e-012           40.51798639            0.00000000        1208.32771546           -0.00178427         1208.32593119 
  1.2620e-012           40.51798644            0.00000000        1208.32771713           -0.00178761         1208.32592952 
  1.2640e-012           40.51798650            0.00000000        1208.32771882           -0.00179099         1208.32592783 
  1.2660e-012           40.51798656            0.00000000        1208.32772052           -0.00179438         1208.32592614 
  1.2680e-012           40.51798661            0.00000000        1208.32772223           -0.00179780         1208.32592442 
  1.2700e-012           40.51798667            0.00000000        1208.32772395           -0.00180125         1208.32592270 
  1.2720e-012           40.51798673            0.00000000        1208.32772569           -0.00180472         1208.32592097 
  1.2740e-012           40.51798679            0.00000000        1208.32772744           -0.00180822         1208.32591922 
  1.2760e-012           40.51798685            0.00000000        1208.32772920           -0.00181175         1208.32591745 
  1.2780e-012           40.51798691            0.00000000        1208.32773097           -0.00181530         1208.32591568 
  1.2800e-012           40.51798697            0.00000000        1208.32773276           -0.00181887         1208.32591389 
  1.2820e-012           40.51798703            0.00000000        1208.32773457           -0.00182248         1208.32591209 
  1.2840e-012           40.51798709            0.00000000        1208.32773638           -0.00182611         1208.32591027 
  1.2860e-012           40.51798715            0.00000000        1208.32773821           -0.00182977         1208.32590844 
  1.2880e-012           40.51798721            0.00000000        1208.32774006           -0.00183346         1208.32590660 
  1.2900e-012           40.51798727            0.00000000        1208.32774191           -0.00183717         1208.32590474 
  1.2920e-012           40.51798734            0.00000000        1208.32774378           -0.00184092         1208.32590287 
  1.2940e-012           40.51798740            0.00000000        1208.32774567           -0.00184469         1208.32590098 
  1.2960e-012           40.51798746            0.00000000        1208.32774757           -0.00184849         1208.32589908 
  1.2980e-012           40.51798753            0.00000000        1208.32774949           -0.00185232         1208.32589717 
  1.3000e-012           40.51798759            0.00000000        1208.32775142           -0.00185618         1208.32589524 
  1.3020e-012           40.51798766            0.00000000        1208.32775336           -0.00186007         1208.32589329 
  1.3040e-012           40.51798772            0.00000000        1208.32775532           -0.00186399         1208.32589133 
  1.3060e-012           40.51798779            0.00000000        1208.32775730           -0.00186795         1208.32588935 
  1.3080e-012           40.51798786            0.00000000        1208.32775929           -0.00187193         1208.32588736 
  1.3100e-012           40.51798792            0.00000000        1208.32776130           -0.00187594         1208.32588535 
  1.3120e-012           40.51798799            0.00000000        1208.32776332           -0.00187999         1208.32588333 
  1.3140e-012           40.51798806            0.00000000        1208.32776536           -0.00188407         1208.32588129 
  1.3160e-012           40.51798813            0.00000000        1208.32776742           -0.00188818         1208.32587924 
  1.3180e-012           40.51798820            0.00000000        1208.32776949           -0.00189232         1208.32587717 
  1.3200e-012           40.51798827            0.00000000        1208.32777157           -0.00189650         1208.32587508 
  1.3220e-012           40.51798834            0.00000000        1208.32777368           -0.00190071         1208.32587297 
  1.3240e-012           40.51798841            0.00000000        1208.32777580           -0.00190495         1208.32587085 
  1.3260e-012           40.51798848            0.00000000        1208.32777794           -0.00190923         1208.32586871 
  1.3280e-012           40.51798855            0.00000000        1208.32778010           -0.00191354         1208.32586656 
  1.3300e-012           40.51798863            0.00000000        1208.32778227           -0.00191788         1208.32586438 
  1.3320e-012           40.51798870            0.00000000        1208.32778446           -0.00192227         1208.32586219 
  1.3340e-012           40.51798877            0.00000000        1208.32778667           -0.00192668         1208.32585998 
  1.3360e-012           40.51798885            0.00000000        1208.32778890           -0.00193114         1208.32585776 
  1.3380e-012           40.51798892            0.00000000        1208.32779114           -0.00193563         1208.32585551 
  1.3400e-012           40.51798900            0.00000000        1208.32779340           -0.00194016         1208.32585325 
  1.3420e-012           40.51798908            0.00000000        1208.32779569           -0.00194472         1208.32585097 
  1.3440e-012           40.51798915            0.00000000        1208.32779799           -0.00194932         1208.32584867 
  1.3460e-012           40.51798923            0.00000000        1208.32780031           -0.00195396         1208.32584634 
  1.3480e-012           40.51798931            0.00000000        1208.32780265           -0.00195864         1208.32584401 
  1.3500e-012           40.51798939            0.00000000        1208.32780501           -0.00196336         1208.32584165 
  1.3520e-012           40.51798947            0.00000000        1208.32780739           -0.00196812         1208.32583927 
  1.3540e-012           40.51798955            0.00000000        1208.32780979           -0.00197292         1208.32583687 
  1.3560e-012           40.51798963            0.00000000        1208.32781220           -0.00197775         1208.32583445 
  1.3580e-012           40.51798971            0.00000000        1208.32781464           -0.00198263         1208.32583201 
  1.3600e-012           40.51798979            0.00000000        1208.32781710           -0.00198755         1208.32582955 
  1.3620e-012           40.51798988            0.00000000        1208.32781958           -0.00199252         1208.32582707 
  1.3640e-012           40.51798996            0.00000000        1208.32782209           -0.00199752         1208.32582457 
  1.3660e-012           40.51799005            0.00000000        1208.32782461           -0.00200257         1208.32582204 
  1.3680e-012           40.51799013            0.00000000        1208.32782716           -0.00200766         1208.32581950 
  1.3700e-012           40.51799022            0.00000000        1208.32782972           -0.00201279         1208.32581693 
  1.3720e-012           40.51799030            0.00000000        1208.32783231           -0.00201797         1208.32581434 
  1.3740e-012           40.51799039            0.00000000        1208.32783492           -0.00202319         1208.32581173 
  1.3760e-012           40.51799048            0.00000000        1208.32783756           -0.00202846         1208.32580910 
  1.3780e-012           40.51799057            0.00000000        1208.32784021           -0.00203377         1208.32580644 
  1.3800e-012           40.51799066            0.00000000        1208.32784289           -0.00203913         1208.32580376 
  1.3820e-012           40.51799075            0.00000000        1208.32784560           -0.00204454         1208.32580106 
  1.3840e-012           40.51799084            0.00000000        1208.32784832           -0.00204999         1208.32579833 
  1.3860e-012           40.51799093            0.00000000        1208.32785107           -0.00205549         1208.32579558 
  1.3880e-012           40.51799103            0.00000000        1208.32785385           -0.00206104         1208.32579281 
  1.3900e-012           40.51799112            0.00000000        1208.32785665           -0.00206664         1208.32579001 
  1.3920e-012           40.51799122            0.00000000        1208.32785947           -0.00207229         1208.32578718 
  1.3940e-012           40.51799131            0.00000000        1208.32786232           -0.00207799         1208.32578433 
  1.3960e-012           40.51799141            0.00000000        1208.32786520           -0.00208374         1208.32578146 
  1.3980e-012           40.51799150            0.00000000        1208.32786810           -0.00208954         1208.32577856 
  1.4000e-012           40.51799160            0.00000000        1208.32787102           -0.00209539         1208.32577563 
  1.4020e-012           40.51799170            0.00000000        1208.32787398           -0.00210130         1208.32577268 
  1.4040e-012           40.51799180            0.00000000        1208.32787696           -0.00210726         1208.32576970 
  1.4060e-012           40.51799190            0.00000000        1208.32787996           -0.00211327         1208.32576669 
  1.4080e-012           40.51799200            0.00000000        1208.32788300           -0.00211934         1208.32576366 
  1.4100e-012           40.51799211            0.00000000        1208.32788606           -0.00212546         1208.32576060 
  1.4120e-012           40.51799221            0.00000000        1208.32788915           -0.00213164         1208.32575751 
  1.4140e-012           40.51799232            0.00000000        1208.32789226           -0.00213787         1208.32575439 
  1.4160e-012           40.51799242            0.00000000        1208.32789541           -0.00214416         1208.32575125 
  1.4180e-012           40.51799253            0.00000000        1208.32789858           -0.00215051         1208.32574807 
  1.4200e-012           40.51799263            0.00000000        1208.32790179           -0.00215692         1208.32574487 
  1.4220e-012           40.51799274            0.00000000        1208.32790502           -0.00216338         1208.32574164 
  1.4240e-012           40.51799285            0.00000000        1208.32790828           -0.00216991         1208.32573837 
  1.4260e-012           40.51799296            0.00000000        1208.32791158           -0.00217649         1208.32573508 
  1.4280e-012           40.51799307            0.00000000        1208.32791490           -0.00218314         1208.32573176 
  1.4300e-012           40.51799319            0.00000000        1208.32791825           -0.00218985         1208.32572840 
  1.4320e-012           40.51799330            0.00000000        1208.32792164           -0.00219662         1208.32572502 
  1.4340e-012           40.51799341            0.00000000        1208.32792506           -0.00220346         1208.32572160 
  1.4360e-012           40.51799353            0.00000000        1208.32792851           -0.00221036         1208.32571815 
  1.4380e-012           40.51799365            0.00000000        1208.32793199           -0.00221732         1208.32571467 
  1.4400e-012           40.51799377            0.00000000        1208.32793550           -0.00222435         1208.32571115 
  1.4420e-012           40.51799388            0.00000000        1208.32793905           -0.00223145         1208.32570760 
  1.4440e-012           40.51799400            0.00000000        1208.32794263           -0.00223861         1208.32570402 
  1.4460e-012           40.51799413            0.00000000        1208.32794625           -0.00224585         1208.32570041 
  1.4480e-012           40.51799425            0.00000000        1208.32794990           -0.00225315         1208.32569676 
  1.4500e-012           40.51799437            0.00000000        1208.32795359           -0.00226052         1208.32569307 
  1.4520e-012           40.51799450            0.00000000        1208.32795731           -0.00226796         1208.32568935 
  1.4540e-012           40.51799462            0.00000000        1208.32796106           -0.00227547         1208.32568559 
  1.4560e-012           40.51799475            0.00000000        1208.32796486           -0.00228306         1208.32568180 
  1.4580e-012           40.51799488            0.00000000        1208.32796869           -0.00229071         1208.32567797 
  1.4600e-012           40.51799501            0.00000000        1208.32797255           -0.00229845         1208.32567410 
  1.4620e-012           40.51799514            0.00000000        1208.32797646           -0.00230625         1208.32567020 
  1.4640e-012           40.51799527            0.00000000        1208.32798040           -0.00231414         1208.32566626 
  1.4660e-012           40.51799540            0.00000000        1208.32798438           -0.00232210         1208.32566228 
  1.4680e-012           40.51799554            0.00000000        1208.32798840           -0.00233014         1208.32565826 
  1.4700e-012           40.51799567            0.00000000        1208.32799246           -0.00233825         1208.32565420 
  1.4720e-012           40.51799581            0.00000000        1208.32799655           -0.00234645         1208.32565010 
  1.4740e-012           40.51799595            0.00000000        1208.32800069           -0.00235473         1208.32564597 
  1.4760e-012           40.51799609            0.00000000        1208.32800487           -0.00236308         1208.32564179 
  1.4780e-012           40.51799623            0.00000000        1208.32800909           -0.00237153         1208.32563757 
  1.4800e-012           40.51799638            0.00000000        1208.32801335           -0.00238005         1208.32563330 
  1.4820e-012           40.51799652            0.00000000        1208.32801766           -0.00238866         1208.32562900 
  1.4840e-012           40.51799667            0.00000000        1208.32802201           -0.00239735         1208.32562465 
  1.4860e-012           40.51799681            0.00000000        1208.32802640           -0.00240614         1208.32562026 
  1.4880e-012           40.51799696            0.00000000        1208.32803083           -0.00241501         1208.32561583 
  1.4900e-012           40.51799711            0.00000000        1208.32803531           -0.00242396         1208.32561135 
  1.4920e-012           40.51799726            0.00000000        1208.32803984           -0.00243301         1208.32560682 
  1.4940e-012           40.51799742            0.00000000        1208.32804441           -0.00244215         1208.32560225 
  1.4960e-012           40.51799757            0.00000000        1208.32804902           -0.00245138         1208.32559764 
  1.4980e-012           40.51799773            0.00000000        1208.32805368           -0.00246071         1208.32559297 
  1.5000e-012           40.51799789            0.00000000        1208.32805839           -0.00247013         1208.32558827 
  1.5020e-012           40.51799805            0.00000000        1208.32806315           -0.00247964         1208.32558351 
  1.5040e-012           40.51799821            0.00000000        1208.32806796           -0.00248925         1208.32557870 
  1.5060e-012           40.51799837            0.00000000        1208.32807281           -0.00249896         1208.32557385 
  1.5080e-012           40.51799853            0.00000000        1208.32807772           -0.00250877         1208.32556894 
  1.5100e-012           40.51799870            0.00000000        1208.32808267           -0.00251868         1208.32556399 
  1.5120e-012           40.51799887            0.00000000        1208.32808768           -0.00252869         1208.32555898 
  1.5140e-012           40.51799904            0.00000000        1208.32809273           -0.00253881         1208.32555393 
  1.5160e-012           40.51799921            0.00000000        1208.32809784           -0.00254903         1208.32554882 
  1.5180e-012           40.51799938            0.00000000        1208.32810300           -0.00255935         1208.32554366 
  1.5200e-012           40.51799956            0.00000000        1208.32810822           -0.00256978         1208.32553844 
  1.5220e-012           40.51799973            0.00000000        1208.32811349           -0.00258032         1208.32553317 
  1.5240e-012           40.51799991            0.00000000        1208.32811881           -0.00259097         1208.32552785 
  1.5260e-012           40.51800009            0.00000000        1208.32812419           -0.00260173         1208.32552247 
  1.5280e-012           40.51800027            0.00000000        1208.32812963           -0.00261260         1208.32551703 
  1.5300e-012           40.51800046            0.00000000        1208.32813512           -0.00262358         1208.32551154 
  1.5320e-012           40.51800064            0.00000000        1208.32814067           -0.00263468         1208.32550599 
  1.5340e-012           40.51800083            0.00000000        1208.32814628           -0.00264590         1208.32550038 
  1.5360e-012           40.51800102            0.00000000        1208.32815195           -0.00265723         1208.32549472 
  1.5380e-012           40.51800121            0.00000000        1208.32815767           -0.00266868         1208.32548899 
  1.5400e-012           40.51800141            0.00000000        1208.32816346           -0.00268026         1208.32548320 
  1.5420e-012           40.51800161            0.00000000        1208.32816931           -0.00269195         1208.32547735 
  1.5440e-012           40.51800180            0.00000000        1208.32817522           -0.00270377         1208.32547144 
  1.5460e-012           40.51800200            0.00000000        1208.32818119           -0.00271572         1208.32546547 
  1.5480e-012           40.51800221            0.00000000        1208.32818723           -0.00272779         1208.32545944 
  1.5500e-012           40.51800241            0.00000000        1208.32819333           -0.00273999         1208.32545334 
